source,text,rating,date,author,source_url,collected_at,is_paraphrase
Play Store,bad service inke pas ladke nhi hai rehte 5 se 6 din mai bhi ladke nhi ate bs ek baat bolte h wait karlo 24hr baswas service,1,2026-06-16,Naresh Kumar,https://play.google.com/store/apps/details?id=com.i2e1.wiom_gold&hl=en_IN,2026-06-17,no
Play Store,bahut hi ghatiya aur bekar service hai Ek Bar paise lene ke bad Koi service Nahin Deti company bahut hi bekar hai,1,2026-06-15,Naveen Kumar,https://play.google.com/store/apps/details?id=com.i2e1.wiom_gold&hl=en_IN,2026-06-17,no
Play Store,30 me se 15 din inka wifi nhi aata engineer call nhi uthata bekar h,1,2026-06-15,MOHIT BHALLA,https://play.google.com/store/apps/details?id=com.i2e1.wiom_gold&hl=en_IN,2026-06-17,no
Play Store,doston is company ka internet bilkul bhi use na Karen yah company froad Karti Hai inhone Hamare ek dost ko jo ki vah handicapped hai UN se rupaye ka 5rupe ka recharge Karva liya aur unhen service Nahin Di is company Se Achcha hai ki aap Kisi dusri company ko Dekhen yah company totally fraud hai,1,2026-06-15,Lata Lata,https://play.google.com/store/apps/details?id=com.i2e1.wiom_gold&hl=en_IN,2026-06-17,no
Play Store,"Fraud , The engineer is asking for monthly plans , Day plan is not available according to him.He denied to install",1,2026-06-15,Sudhanshoo Yadav,https://play.google.com/store/apps/details?id=com.i2e1.wiom_gold&hl=en_IN,2026-06-17,no
Play Store,"worst internet service ever seen in my life. in my initial 3 days, the internet is down 5 times. even when it works, most of the time to perform basic things like watching YouTube or insta reels you will suffer the videos will buffer like crazy. WILL NOT RECOMMEND IT TO ANYONE!",1,2026-06-14,Simran Enterprises,https://play.google.com/store/apps/details?id=com.i2e1.wiom_gold&hl=en_IN,2026-06-17,no
Play Store,ghatia chor company hai kyoki WiFi 5 rs ke recharge me in 6 ghante or wo 6 ghante fir aapke complain karne me complete hote hai chor hai company logo ke 5 rs kar kar ke kha rahi hai pta hai 5 rs ke liye koi kya hi kar lega,1,2026-06-13,MANDEEP SINGH,https://play.google.com/store/apps/details?id=com.i2e1.wiom_gold&hl=en_IN,2026-06-17,no
Play Store,So bad experience all the 5 star rating reviews are fake the internet speed is not that good. Its service is also very bad.If you are looking for wifi service in kirari you can contact jai it service which is now being used by me or you can contact jio airfiber.,1,2026-06-13,Suhail,https://play.google.com/store/apps/details?id=com.i2e1.wiom_gold&hl=en_IN,2026-06-17,no
Play Store,"mera net pichhle 1 hafte se band hai pichhle 5 din Se regular call kar raha hun koi bhi problem solve nahin Hui abhi tak 12/6/2026 bakwas wiom,,,,, may loss him Rs89000",1,2026-06-12,Deepak lal Vaid,https://play.google.com/store/apps/details?id=com.i2e1.wiom_gold&hl=en_IN,2026-06-17,no
Play Store,bhaag gya wiom bhai log ab Paisa na barbad krna,1,2026-06-12,Abhishek Kaushal,https://play.google.com/store/apps/details?id=com.i2e1.wiom_gold&hl=en_IN,2026-06-17,no
Play Store,affordable price but very bad experience,1,2026-06-11,Mohd Faiz,https://play.google.com/store/apps/details?id=com.i2e1.wiom_gold&hl=en_IN,2026-06-17,no
Play Store,worst service.. poor customer support and worst bot app,1,2026-06-10,umesh kumar,https://play.google.com/store/apps/details?id=com.i2e1.wiom_gold&hl=en_IN,2026-06-17,no
Play Store,their are not solving the problem still know,1,2026-06-10,Tripta Kumari,https://play.google.com/store/apps/details?id=com.i2e1.wiom_gold&hl=en_IN,2026-06-17,no
Play Store,"koi sahi information bhi nhi hai. vsit ke naam par 25 rupye advance mein maang raha hai, visit ka kya bharosa? na hi speed aadi ka koi khulasa kiya.isliye maine to aap uninstall kar di.",1,2026-06-09,Enna Parashar,https://play.google.com/store/apps/details?id=com.i2e1.wiom_gold&hl=en_IN,2026-06-17,no
Play Store,"sabse bekar service hai wiom vale ki sabne to English me likha hai par mai hindi me likh rha hu ,kash wiom valo ko sharam aajaye agr unke bas ki nahi hai achhi service dena to sabko bata de ki hamare bas ki nahi hai inki team vale kisi kaam ke nahi hai service aur internet ke mamle me Paisa barbaad hai wiom pe isse achha mai kisi aur company ka lagwa lunga",1,2026-06-09,Suraj Gautam,https://play.google.com/store/apps/details?id=com.i2e1.wiom_gold&hl=en_IN,2026-06-17,no
Play Store,internet speed is getting slow every few days. Every month gets disconnected for 2-3 days . looks like deliberately cutting the internet and showing as a technical issue. Technical issue with repeated pattern every month . seriously??,1,2026-06-09,Yogesh Panwar,https://play.google.com/store/apps/details?id=com.i2e1.wiom_gold&hl=en_IN,2026-06-17,no
Play Store,Bhot Bekar Network hai or inki service bhi worst hai customer support bhot jada bekar or fraud network hai meme recharge Kiya net nhi chal rha baar baar baat karne par bhi ye log solution nhi de rahe hai or wait karne ko bolte hai na refund dete fraud network hai koi inka wifi use mat karo please 🙏,1,2026-06-09,sandeep singh,https://play.google.com/store/apps/details?id=com.i2e1.wiom_gold&hl=en_IN,2026-06-17,no
